fitur_1,fitur_2,fitur_3,fitur_4,fitur_5,fitur_6,fitur_7,fitur_8,fitur_9,fitur_10,fitur_11,fitur_12,fitur_13,fitur_14,fitur_15,fitur_16,fitur_17,fitur_18,fitur_19,fitur_20,fitur_21,fitur_22,fitur_23,fitur_24,fitur_25,fitur_26,fitur_27,fitur_28,fitur_29,fitur_30,fitur_31,fitur_32,fitur_33,fitur_34,fitur_35,fitur_36,fitur_37,fitur_38,fitur_39,fitur_40,fitur_41,fitur_42,fitur_43,fitur_44,fitur_45,fitur_46,fitur_47,fitur_48,fitur_49,fitur_50,fitur_51,fitur_52,fitur_53,fitur_54,fitur_55,fitur_56,fitur_57,fitur_58,fitur_59,fitur_60,fitur_61,fitur_62,fitur_63,fitur_64,fitur_65,fitur_66,fitur_67,fitur_68,fitur_69,fitur_70,fitur_71,fitur_72,fitur_73,fitur_74,fitur_75,fitur_76,fitur_77,fitur_78,fitur_79,fitur_80,fitur_81,fitur_82,fitur_83,fitur_84,fitur_85,fitur_86,fitur_87,fitur_88,fitur_89,fitur_90,fitur_91,fitur_92,fitur_93,fitur_94,fitur_95,fitur_96,fitur_97,fitur_98,fitur_99,classes
320.0,299.8216100645404,287.9723731896952,274.12412135981754,360.22843933005555,385.9680059672088,407.0667012096694,257.7560903394419,445.8281637452207,293.66479432204136,362.7322755962227,107.61542250172953,579.3653577335995,0.0,550.9780129991773,275.9276077357346,444.153587300322,341.0923750117437,447.21958246619954,345.674371464443,458.0970981030767,322.23531186922247,453.1827486170937,189.69255778598333,493.45195628222393,37.80306502720259,404.3894856414038,278.03287089362937,329.1972452904317,332.6669950149892,312.9211138410206,264.76790233820066,349.14229914050554,320.0,326.981325011242,326.976930319206,326.8251564906761,327.1655096935376,327.13575277717024,326.96113511114146,323.71528406204027,323.5020558874092,311.0961684447646,310.3521527904577,278.080416710977,278.96785913264137,243.86176071713385,240.21069908643824,275.51176202136213,279.4630039476873,286.4854792570848,290.42781765149283,289.58791780730905,292.73936858851954,284.829750495551,288.6170047739215,177.2059684162722,171.36219802377084,186.1075312830864,87.92189255343601,110.37859763575736,23.45432871146033,99.1166285542172,15.666078314785407,90.03502599873232,0.0,320.0,295.7924470681584,295.87899124635936,296.0106150737972,300.2608000512035,300.27231440225,300.35566801166937,163.8520344780839,179.87662276364688,270.62525338406937,275.6009839945696,113.72731604497484,172.8192904618879,303.97347711048326,378.98142056537074,536.0009661762722,597.4701298275243,578.0466418057462,640.0,557.7154112352084,626.9484637909843,532.0113400276313,597.6119042951585,124.89252816714207,178.21698183450306,557.6641562915556,220.83621527140664,454.4933323705878,50.657702626446,446.7958278810362,41.42770877118557,577.650342286599,193.39274373959427,kembangan_dasar
320.0,295.8226218651583,282.26472326495804,265.5285478730438,355.8901425706984,379.0989143253462,398.949623940435,245.68825512139964,430.6868383200245,292.29675646938495,358.4050864518706,109.21277118252988,558.7948822435658,0.0,554.955593396896,228.9830604528907,465.75399470521086,287.39662072631984,456.4400773978351,298.01674794159,454.9330325216636,282.8807754896061,445.468961255205,198.2280537466975,473.8446591985492,38.92269122095894,388.6195497000429,297.7048897188796,317.9774013433976,339.317182697212,303.0097179080995,245.2474005068101,336.97776026641264,320.0,327.9289767405937,328.09995295707904,328.13785908731296,327.7284004025261,327.61668241181377,327.2428830311858,325.051140434104,323.91913147488503,311.4585529669995,310.9463346044963,280.11171980266886,280.46081859212336,238.92001956007056,233.6944529442821,265.0240362826172,256.5514725883821,274.65986156199256,265.6111101925498,280.4976810354063,274.0417089739637,276.4186045352819,271.5375705785373,179.55665682245794,174.5591647967653,185.28069992256152,91.91933622597092,106.38834531451828,23.06945342558305,96.44383512373513,14.995433190105755,89.93401171475185,0.0,320.0,297.84595123090384,297.923499146094,298.0359749429563,301.32447008060063,301.3412575129681,301.3975956348761,164.04747186769092,178.5330779070167,269.5400601751934,274.0707376124908,87.32496747875413,135.3458139619329,249.37447024209357,312.3341067049212,513.145322573273,578.992948632434,560.625543264586,626.3314533275222,548.0512553039409,618.341737978835,512.1372748434081,580.5814406283073,72.58849268099465,119.7392709740381,480.6655246018784,149.14888872815723,425.4985140205695,5.875275602326951,423.8344034114349,0.0,565.0487059671237,149.8415331764666,kembangan_dasar
320.0,295.2643808928683,281.11613088078394,264.0302017489721,356.6660104927119,380.79042107453273,401.4930502771693,248.38212021713983,438.70486673247086,292.84140368919213,364.987099526644,126.2769366997626,578.1045166017848,0.0,509.0451267875194,220.3989023914388,408.3132429681386,288.3572650015727,398.63579333182486,303.7130245392713,400.0080702391018,286.417605450774,392.9380924392648,202.67609689050605,481.4023161306005,11.165736230679954,410.704835908641,327.3510911285515,340.2721043638837,395.1566235856941,328.4183802497711,405.4287489658255,338.7883012356853,320.0,327.4057064142821,327.39409737944715,327.36153632422946,327.5680470430402,327.57262203213776,327.5249706613187,324.6456154917352,324.41509322858275,311.3793766371837,310.8892094459049,277.52558676580753,281.00964111935866,243.03407200791585,239.0434376896984,270.8791712764671,258.4177587852189,279.4282532472705,266.31920815874247,284.4169500307985,272.20774811039325,280.36393859560434,269.22960176998464,185.33094975209949,177.492220619735,198.57071085724888,100.69156410879948,126.72239426335682,26.999326752825084,118.64316367287095,22.165936552317703,82.95152919680748,0.0,320.0,292.9761897471054,293.016768732566,293.1250610179835,299.170551703442,299.15238770799704,299.1766688125783,151.5064083743152,177.4154502397669,267.73856095187693,275.5000772744352,93.13769872048668,154.01453119635596,267.4357892673916,335.6945566735031,518.2980314652855,580.9693924788378,564.7505656884937,628.0091691791365,545.5551492693513,622.8591829228181,514.2695872680551,583.5941150383976,161.39042647202393,216.83187784803127,621.0641104019315,283.22597170350684,517.0677215857938,144.67291298682443,507.9996728895703,138.12742608403062,640.0,297.01666642049327,kembangan_dasar
320.0,293.7886529118478,280.3221746409266,263.91655736061284,355.50671323500785,378.0985466860024,399.0959484923,242.6507432983933,431.83094272638414,290.1866695883856,360.64298489423066,104.72036083229024,571.3574106403629,0.0,576.4217418613073,251.6082925825894,493.2675808752822,315.27706888193603,484.6875397300373,320.52458636832057,478.8500555229963,301.78236570342966,467.3683064469727,194.0182352473004,484.2481242254257,58.26910892051097,405.14059911087406,305.53782196188604,314.21885535458404,353.87044036988686,290.9043099144467,277.5261447332743,340.77584730710885,320.0,327.20244294745726,327.25722544412014,327.17762211761845,327.5033194827902,327.5965206851487,327.51956742390985,324.53662210535464,324.9389975883773,311.05966452689887,311.0292829043774,279.85239462313706,281.67543678673434,238.4717558750467,233.57850449522297,267.20054862143434,254.7451115550313,276.7362799048167,262.31704311003625,282.5719842757364,269.9316363714036,278.86522359088457,268.6093986175583,177.8033339323434,172.7944209609663,185.35460077079068,90.07476252252002,106.80182964922524,23.854207673251267,94.69552057966196,14.823741018751887,88.76157553801505,0.0,320.0,299.9322637772984,300.0044683787134,300.10222993526844,302.36245276138084,302.3879420458541,302.4487779752563,174.8241392687698,185.6102175939716,272.6173826135095,276.0985308874476,104.597390019923,138.62600279909844,251.1552810241194,297.5195338252356,490.0762130310654,546.1639624305146,533.8858417704027,589.3544045691516,522.7917322094081,583.0615288135883,489.01667084497785,548.1599313029949,76.94611444723975,118.49003903645853,458.1327936033738,143.48726894476442,410.6641667994527,5.418390286129579,409.8147645904919,0.0,543.4902041599344,139.42260778994407,kembangan_dasar
320.0,295.48897840842426,282.8912633218163,267.8183273548627,355.3874870386276,379.20854603388017,398.58705316559934,249.14803958060315,432.2971177894472,292.763002013674,360.58752951859134,116.15688304296764,563.2704622995477,0.0,548.6191365363088,257.4327598194533,462.8905003321754,325.44634378457295,459.0296902640116,333.28509314144486,459.72377712866376,307.6299445251541,450.0325714091284,202.3315451193237,479.91668977975377,26.16116884513957,385.3378686537392,294.07616904963453,325.27147480742246,347.67516025360123,306.7508704783842,231.3380191895332,337.4353168658173,320.0,327.167896870157,327.15590435590605,327.05499385045,327.6870426979111,327.8716046024705,327.8345650720099,324.0145302675301,324.2729761740439,311.1583671559712,311.48443350428533,279.49525421985464,280.1554204561499,240.6019844811628,234.7680019672058,269.292918921528,259.5528011302945,279.934396973624,271.3235983557071,285.08067381494567,278.1354620407349,280.4719650371251,274.7958357980975,177.88970309451568,173.1506949269181,183.75771256155812,90.76535855698626,104.84399233508566,23.22080191901898,94.79201137807851,15.735710271331072,89.56581815564613,0.0,320.0,296.5390431346804,296.6196479817995,296.74330682356447,300.37545834902335,300.38730629040714,300.45289079653696,159.08976409890863,174.41836845268716,268.29190640741365,273.0338280577218,87.0301200728972,139.12181504635143,266.37023505781576,324.532608019195,528.4226529725829,580.9992589371636,575.141377745633,626.9318760365431,557.9441231985202,618.8274697758125,525.755402972846,582.8222621847458,85.4575567327424,139.9740785817949,515.295237507928,169.98026557031127,439.00376617246025,7.8975204864583475,434.5972124804466,0.0,575.5002085124383,153.57125197374646,kembangan_dasar
320.0,291.2079105185276,279.4717696304215,264.8168245227141,350.0314822952934,373.1559850704167,393.42532841015407,241.80419359377635,423.07366163567895,292.13798861409214,359.1279917683234,107.04711274476136,559.6937794958965,0.0,592.4764449613324,255.84093605312975,513.0211333492935,317.2623673539068,491.74467665128674,322.6997551969794,479.3070027267762,305.4134476947771,472.32800270477,192.146857805522,467.946382070096,118.17476041513147,377.6616410138086,306.37222729403635,303.38471018083146,341.49251820351526,286.3335629542543,301.54066524270576,325.2127905743835,320.0,327.6496174461393,327.58195629292067,327.4435630668935,328.20124399276136,328.35943239530013,328.2717021337755,324.2161563350377,324.3184626515174,310.861332571851,311.1154691897467,278.9791895637753,281.1997527765556,240.35640689071823,235.69068522866957,268.6283162755224,255.29906909145564,279.2934181668863,261.61420617494525,284.2378293860873,268.58499179961746,280.4828011832772,267.36704778929385,178.225561747155,170.8264909706584,190.4419970600991,90.30418233476934,101.03169742286951,21.72204158843317,89.8431118723932,13.551492374108308,80.0084414245066,0.0,320.0,295.9871261973051,296.0506815302507,296.12998096367045,297.0631472130317,297.0719723814589,297.1558044213829,155.88942011009664,160.56358584596543,267.3592964787534,269.0286653384494,94.11586748956654,117.34104382415376,276.6944325586586,301.04850855315465,538.9257272501388,575.7927906934362,587.9258299309736,625.304414256583,573.098304389502,617.696638983143,536.8056535087965,577.7274935369983,124.42428991702002,155.61764551831254,550.1653205563721,207.9980506967978,491.7857159089149,97.46046865086164,489.7198640023895,94.4869940624708,640.0,253.96249312243597,kembangan_dasar
320.0,295.9388962171822,283.75122335219777,267.8103059444279,350.2758393259861,376.7498723458576,399.4377898812817,253.0568911961193,436.819443853453,296.85587847325644,363.7739883409217,129.0404663631335,578.9719586400579,0.0,570.4937555848687,253.10922939449387,482.30788051572273,295.9914471724608,470.5064678098804,326.13984511297394,469.9355878473257,310.06893323688354,460.3130717841794,215.00585081485892,494.7417663078167,39.36630356155058,396.50030849751073,259.8013914301519,336.249946810774,314.7260754861495,322.0802306284839,203.6963320709757,348.71367175864856,320.0,328.08886109928176,328.054371664665,327.9749704831188,328.58757890447055,328.78799793803694,328.778635275862,324.7526034460766,325.1655186216274,311.42937549773166,312.0915552234673,279.8623108030061,282.10078542937515,238.645650998058,234.75878171443048,268.7067641423829,255.96174227530472,271.79513624215764,266.59630396209354,287.28475357600166,274.30192008967833,282.42003043590995,271.3930062728022,175.64656168025675,169.42603796269196,182.08496688502595,84.07958045112426,95.59565492638428,24.02183314756189,82.75016951680499,16.59841781896057,74.4898047685345,0.0,320.0,298.1235626907858,298.1702910118711,298.278074392312,302.26902611645,302.2423262860373,302.2845250423968,168.85202826455625,186.07540350480497,270.7017080836631,275.97688547201807,113.7282279253816,158.33964680610512,282.82601424533635,340.2704099491238,517.6080063312606,594.8663172413793,559.4900983606558,640.0,537.9761709440362,630.8866026003392,511.29402464669306,596.3352275862069,139.05141254946298,193.51244228377612,582.67880700961,213.32773770491804,501.7162093838327,53.38544985867719,495.5749010740532,43.908312492933874,627.6491360090447,186.902680384398,kembangan_dasar
320.0,292.05142565358733,279.57866580412093,262.9733622383061,355.2902532940584,384.9599842997298,407.487022745403,246.348404260152,445.7758532024735,290.48011935112817,364.25214197841575,107.00862242849016,596.5125774791981,0.0,552.4622130475786,230.20108339133105,453.3886816315925,301.2452712930372,441.6373782729339,319.29313894557424,439.231340937546,299.1955137931598,431.167624007603,193.96741830498863,495.3066004735521,6.253708371115124,390.71622670172576,246.79080298523195,328.1066891510043,312.7712466995815,310.9883937933052,187.8528026981205,340.6181763336598,320.0,328.35935265872183,328.30783588100013,328.3922320167176,328.4898290556235,328.42114965787493,328.29623990689606,325.1945047987244,324.6084454242103,311.82866984408287,312.30014306551124,279.4981686774142,281.4156107096303,241.5291034144098,237.89661392043732,271.4735521739085,257.40656563294687,282.4133994589419,266.26189921397787,286.76398627695266,272.2210298213626,282.14797888957975,269.20983584765446,176.50616788434786,170.0683201864248,179.69297869280425,84.13353461818932,96.98999978266583,24.506891186847326,83.61686312363207,17.78897613431593,74.86982610873511,0.0,320.0,298.79057087796787,298.8402620834249,298.94146105124054,304.4768126898739,304.4556710595511,304.4926979002261,178.8416760346302,202.7351758770906,274.6162181330546,281.7851117862898,132.08167838906832,190.61427664760544,295.25070699573297,365.5809427076795,518.3478640439214,595.9013419572548,559.6230515595374,640.0,546.016447731031,632.6099888566796,516.2463267262785,598.0446729670164,164.1407867028035,219.06089000498343,556.5318901153779,262.6191416945786,449.2807215724748,128.47779698028012,440.4537237363194,121.16370760874037,553.7572733738575,253.61124184612748,kembangan_dasar
320.0,296.56674403537227,284.08035061481064,267.08258010990704,352.130145909147,378.51354969748513,401.1783720939912,251.95220251085263,442.160737301104,297.52191689407886,364.8202599644002,112.47399038001308,583.0722081713006,0.0,599.7715842733885,255.73460267955625,478.4464844871815,319.3285154781344,473.20507609001777,324.81082588434094,464.4168420526893,305.7604215368949,452.2535381268634,197.5012451598313,498.1783068878496,95.10318525064828,403.6170262947235,303.56383473156575,326.887655367506,346.80166650249515,303.4457422470591,282.8328322634439,339.80579668725056,320.0,327.9908571428571,327.9720602464628,327.9823715198539,328.61798995892286,328.9452195344592,329.07361387494296,325.8004856230032,326.01290369694203,311.714672752168,312.2398174349612,280.68714559561846,282.251275216796,240.07838612505705,234.05845732542215,268.7452889091739,260.2198229119124,279.8724819717024,269.00283706070286,285.14788133272475,275.10490552259245,280.80921588315834,272.42787403012323,177.97158557736194,170.7520292104062,184.68910269283435,88.17111455956183,95.7213619351894,23.52016065723416,84.36578731172978,14.79571337288911,70.16281150159745,0.0,320.0,296.7584322802182,296.83757700634976,296.94935859544785,300.1287385534031,300.1463440536548,300.2280762548233,157.91750606085185,171.54011865873764,267.4120906606572,271.62332632086475,86.99553385470179,133.78181233453685,263.8122860216913,326.0021685108122,524.3940961221969,591.6447330086708,572.2310411811156,640.0,556.8325771109658,627.5741979723499,521.9670978874983,591.3974024051347,86.01449069380092,136.91389084806576,531.8780875791945,165.23364507794977,477.5781100278746,16.27891247023757,475.7453507766718,9.645573437901533,627.8008287755899,165.4270254932145,kembangan_dasar
320.0,291.5278586819941,279.51699177745127,266.0612153819629,353.57433605526256,381.90860476352987,403.7798323704056,248.7501144090074,439.7994915628235,290.67258306093936,362.9310558904852,107.4880748564832,583.7471238107671,0.0,565.8887327171448,269.0956615394876,467.1814232409571,337.5525625134364,467.25895884610446,339.4643884670044,470.208887788355,318.90950655483795,459.6529203209554,168.49803855069152,473.0662962061618,23.25069159801535,376.173864796579,270.52354271305086,304.44974056648954,317.71014540054506,294.0057059053495,262.19885243331106,312.6110725214752,320.0,328.1449527423633,328.00227471177334,327.88036671965347,328.5189918715812,328.56983207227614,328.54307369625405,324.34286515721664,324.6941286188201,311.63889610814266,312.09870621753066,279.7535752703785,281.81013740254787,241.8847275355484,238.5252344815114,274.9113155936863,266.0280914770308,288.54439769698814,277.8691118212299,291.60727176176766,282.9540169370385,286.7235005580163,279.2322258923689,179.62854285065032,172.51425508944007,184.67878841085383,87.10308907036503,93.049772345925,26.30457566267177,82.36883359371717,19.798714416699625,64.23714673202448,0.0,320.0,299.1752730055131,299.22503885716543,299.3186724778264,304.3563271139917,304.35392049676074,304.4145971778282,179.61663008356487,201.53231727273533,274.6146904888001,281.219850991582,132.01612916738642,180.17263036366143,290.40925079348034,343.2099901736291,501.4272541685896,556.8822242598629,537.9519726331459,595.661980478422,520.8664118182675,587.7369275891506,497.1667685595254,558.2532229713329,175.05993883622833,223.80173121350987,567.7878912940037,253.16654987533013,520.0086335834471,135.2676436197347,517.1537121934402,129.5329615572123,640.0,260.1671500099152,kembangan_dasar
